DATAFLOW,LAST UPDATE,freq,tax,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2010,12.35,b,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2011,13.4,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2012,13.28,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2013,12.94,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2014,13.23,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2015,14.19,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2016,13.3,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2017,14.02,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2018,14.94,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2019,13.45,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2020,12.16,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2021,14.38,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Austria,2022,11.22,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2010,10.43,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2011,12.94,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2012,13.28,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2013,13.21,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2014,14.16,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2015,25.02,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2016,32.61,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2017,37.35,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2018,36.77,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2019,36.59,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2020,35.96,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2021,37.97,p,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Belgium,2022,30.15,p,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2010,2.28,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2011,2.64,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2012,2.69,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2013,3.19,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2014,3.07,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2015,3.07,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2016,3.4,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2017,4.05,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2018,3.67,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2019,3.68,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2020,3.85,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2021,5.61,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Bulgaria,2022,3.57,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2010,15.76,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2011,16.83,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2012,16.96,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2013,16.29,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2014,16.38,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2015,21.63,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2016,22.34,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2017,21.26,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2018,23.88,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2019,24.5,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2020,23.77,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2021,23.9,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Switzerland,2022,25.62,p,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2010,0.67,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2011,0.69,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2012,0.71,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2013,0.54,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2014,0.53,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2015,0.53,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2016,0.59,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2017,0.86,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2018,0.78,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2019,0.75,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2020,0.65,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2021,0.59,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Cyprus,2022,0.55,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2010,68.6,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2011,72.28,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2012,68.5,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2013,68.22,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2014,42.45,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2015,39.61,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2016,36.72,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2017,36.3,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2018,35.91,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2019,34.76,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2020,15.07,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2021,15.73,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Czechia,2022,13.43,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2010,242.15,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2011,307.66,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2012,281.86,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2013,286.62,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2014,284.82,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2015,256.38,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2016,230.58,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2017,250.49,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2018,245.07,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2019,252.75,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2020,237.39,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2021,294.09,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Germany,2022,283.07,p,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2010,32.09,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2011,30.18,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2012,34.07,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2013,37.69,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2014,39.21,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2015,37.31,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2016,37.51,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2017,19.71,b,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2018,17.45,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2019,9.69,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2020,10.57,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2021,8.41,p,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Denmark,2022,8.01,p,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2010,0.89,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2011,0.9,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2012,0.96,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2013,0.86,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2014,0.94,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2015,1.27,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2016,1.39,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2017,1.51,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2018,1.7,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2019,1.65,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2020,1.11,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2021,1.12,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Estonia,2022,1.81,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2010,12.02,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2011,7.76,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2012,16.8,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2013,15.13,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2014,13.76,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2015,14.41,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2016,11.3,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2017,13.8,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2018,10.94,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2019,11.45,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2020,8.24,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2021,12.77,p,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Greece,2022,11.96,p,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Spain,2010,83.4,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Spain,2011,88.1,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Spain,2012,82.3,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Spain,2013,106.4,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Spain,2014,103,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Spain,2015,122.4,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Spain,2016,119.3,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Spain,2017,136.1,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Spain,2018,142.2,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Spain,2019,129.7,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Spain,2020,114.5,,
