DATAFLOW,LAST UPDATE,freq,tax,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Latvia,2020,1.18,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Latvia,2021,1.08,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Latvia,2022,0.84,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2010,0.45,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2011,0.49,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2012,0.42,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2013,0.54,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2014,0.69,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2015,0.71,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2016,0.31,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2017,0.38,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2018,0.34,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2019,0.4,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2020,0.41,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2021,0.39,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Malta,2022,0.4,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2010,61,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2011,56,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2012,54,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2013,52,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2014,59,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2015,59,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2016,59,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2017,68,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2018,75,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2019,85,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2020,101,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2021,106,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Netherlands,2022,133,p,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2010,3.5,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2011,5.26,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2012,5.08,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2013,5.12,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2014,5.98,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2015,2.46,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2016,2.8,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2017,2.36,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2018,6.25,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2019,4.16,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2020,3.92,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2021,6.59,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Norway,2022,7.32,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2010,66.9,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2011,75.62,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2012,70.57,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2013,60.88,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2014,67.08,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2015,72.65,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2016,71.47,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2017,84.56,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2018,95.25,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2019,74.42,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2020,77.89,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2021,108.03,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Poland,2022,103.92,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2010,4.08,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2011,5.33,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2012,4.67,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2013,4.86,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2014,5.4,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2015,6.12,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2016,6.82,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2017,7.31,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2018,7.85,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2019,7.96,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2020,8.89,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2021,9.37,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Portugal,2022,7.8,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2010,8.17,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2011,8.01,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2012,8.36,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2013,9.35,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2014,12.38,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2015,23.26,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2016,17.97,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2017,11.33,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2018,22.34,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2019,14.6,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2020,33.28,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2021,17.35,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Romania,2022,31.35,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2010,2.13,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2011,3.15,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2012,2.44,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2013,3.03,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2014,4.9,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2015,3.57,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2016,6.76,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2017,6.26,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2018,8.06,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2019,7.89,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2020,7.65,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Serbia,2021,8.16,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2010,7.24,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2011,7.56,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2012,7.64,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2013,7.06,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2014,6.89,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2015,7.36,b,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2016,8.64,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2017,8.2,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2018,8.6,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2019,8.26,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2020,9.33,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2021,8.8,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Sweden,2022,7.88,p,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2010,0.39,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2011,0.41,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2012,2.5,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2013,2.8,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2014,2.85,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2015,3.17,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2016,3.45,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2017,3.03,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2018,2.98,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2019,4.12,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2020,3.52,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2021,4.17,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovenia,2022,4.48,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2010,5.98,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2011,6.93,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2012,8.49,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2013,12.46,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2014,15.26,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2015,12.2,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2016,7.39,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2017,4.31,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2018,5.81,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2019,7.16,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2020,9.34,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2021,9.83,p,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Slovakia,2022,9.23,ep,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2010,27.82,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2011,26.06,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2012,28.78,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2013,32.03,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2014,28.28,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2015,31.04,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2016,30.43,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2017,28.54,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2018,19.71,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2019,22.13,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2020,23.25,,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,Manufacture of rubber and plastic products,Trkiye,2021,18.55,,
