DATAFLOW,LAST UPDATE,freq,unit,hazard,wst_oper,waste,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Iceland,2018,27,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Iceland,2020,17,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Italy,2010,28,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Italy,2012,23,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Italy,2014,34,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Italy,2016,28,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Italy,2018,28,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Italy,2020,24,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Italy,2022,32,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2010,6,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2012,9,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2014,9,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2016,14,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2018,13,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2020,32,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2022,38,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2010,30,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2012,22,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2014,41,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2016,21,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2018,19,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2020,19,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2022,9,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2010,14,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2012,17,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2014,20,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2016,29,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2018,26,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2020,31,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2022,61,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Montenegro,2012,1,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Montenegro,2014,1,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Montenegro,2016,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Montenegro,2018,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Montenegro,2020,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Montenegro,2022,1,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,North Macedonia,2010,1,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,North Macedonia,2012,4,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,North Macedonia,2014,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,North Macedonia,2018,32,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,North Macedonia,2020,13,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,North Macedonia,2022,15,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Malta,2010,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Malta,2012,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Malta,2014,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Malta,2016,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Malta,2018,6,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Malta,2020,6,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Malta,2022,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Netherlands,2010,17,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Netherlands,2012,23,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Netherlands,2014,21,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Netherlands,2016,17,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Netherlands,2018,26,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Netherlands,2020,27,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Netherlands,2022,31,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Norway,2010,3,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Norway,2012,14,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Norway,2014,24,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Norway,2016,25,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Norway,2018,24,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Norway,2020,26,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Norway,2022,24,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Poland,2010,8,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Poland,2012,15,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Poland,2014,27,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Poland,2016,17,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Poland,2018,23,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Poland,2020,25,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Poland,2022,28,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Portugal,2010,5,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Portugal,2012,6,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Portugal,2014,9,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Portugal,2016,13,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Portugal,2018,13,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Portugal,2020,16,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Portugal,2022,20,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Romania,2010,7,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Romania,2012,11,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Romania,2014,13,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Romania,2016,13,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Romania,2018,11,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Romania,2020,11,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Romania,2022,13,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Serbia,2010,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Serbia,2012,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Serbia,2014,3,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Serbia,2016,6,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Serbia,2018,7,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Serbia,2020,10,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Serbia,2022,9,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Sweden,2010,5,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Sweden,2012,10,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Sweden,2014,8,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Sweden,2016,8,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Sweden,2018,5,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Sweden,2020,4,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Sweden,2022,,,C
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovenia,2010,16,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovenia,2012,16,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovenia,2014,20,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovenia,2016,19,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovenia,2018,30,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovenia,2020,21,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovenia,2022,34,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovakia,2010,10,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovakia,2012,11,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovakia,2014,11,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovakia,2016,15,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovakia,2018,15,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovakia,2020,21,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Slovakia,2022,24,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Türkiye,2010,2,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Türkiye,2012,4,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Türkiye,2014,10,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Türkiye,2016,13,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Türkiye,2018,25,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Türkiye,2020,36,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Türkiye,2022,26,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,United Kingdom,2010,13,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,United Kingdom,2012,6,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,United Kingdom,2014,9,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,United Kingdom,2016,8,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,United Kingdom,2018,10,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Kosovo*,2016,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Kosovo*,2020,0,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Kilograms per capita,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Kosovo*,2022,120,,
